"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Roan","Grazer","General_Grazer",240,2190,547962312.761528,250211.101717593,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",250211.101717593,0,0,250211,0
"Sable","Grazer","General_Grazer",200,1825,547962312.761528,300253.322061111,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",300253.322061111,0,0,300253,0
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,679465240.24563,1959524.84569756,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",1959524.84569756,0,0,1959525,0
"Steenbok","Browser","Shrub_Browser",10,91.25,1422654371.30967,15590732.8362704,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",15590732.8362704,0,0,15590733,0
"Vervet monkey","Omnivore","Omnivore",5,45.625,726434292.125253,15921847.4986357,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",15921847.4986357,0,0,15921847,0
"Warthog","Grazer","General_Grazer",70,638.75,547962312.761528,857866.634460317,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,10245.6165617956,0.172301750364654,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Current","Current","Current",857866.634460317,0,0,857867,0
"Baboon","Omnivore","Omnivore",24,219,341897852.102462,1561177.40686056,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",1561177.40686056,0,0,1561177,0
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,639040624.735606,70031.8492860938,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",70031.8492860938,0,0,70032,0
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,477342651.713616,1046230.4695093,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",1046230.4695093,0,0,1046230,0
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,316321604.971575,157569.9153034,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",157569.9153034,0,0,157570,0
"Buffalo","Grazer","General_Grazer",500,4562.5,316321604.971575,69330.7627334959,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",69330.7627334959,0,0,69331,0
"Burchell's zebra","Grazer","General_Grazer",320,2920,316321604.971575,108329.316771087,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",108329.316771087,0,0,108329,0
"Bushpig","Omnivore","Omnivore",60,547.5,341897852.102462,624470.962744223,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",624470.962744223,0,0,624471,0
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,639040624.735606,14006369.8572188,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",14006369.8572188,0,0,14006370,0
"Duiker","Browser","Woodland_Browser",17.5,159.6875,526265951.950752,3295598.91632565,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",3295598.91632565,0,0,3295599,0
"Eland","Mixed","Mixed_Open",500,4562.5,477342651.713616,104623.04695093,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",104623.04695093,0,0,104623,0
"Elephant","Mixed","Large_Mixed",3500,31937.5,521164247.456038,16318.2543234767,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",16318.2543234767,0,0,16318,0
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,504779971.259442,263420.728641587,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",263420.728641587,0,0,263421,0
"Giraffe","Browser","Woodland_Browser",850,7756.25,526265951.950752,67850.5659243516,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",67850.5659243516,0,0,67851,0
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,400904863.78045,156909.927115636,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",156909.927115636,0,0,156910,0
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,99485312.3183465,7787.49998578055,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",7787.49998578055,0,0,7787,0
"Impala","Mixed","Mixed_Open",50,456.25,477342651.713616,1046230.4695093,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",1046230.4695093,0,0,1046230,0
"Klipspringer","Browser","Rocky_Browser",11,100.375,524014672.710787,5220569.59114109,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",5220569.59114109,0,0,5220570,0
"Kudu","Browser","Woodland_Browser",190,1733.75,526265951.950752,303542.005451046,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",303542.005451046,0,0,303542,0
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,477342651.713616,523115.234754648,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",523115.234754648,0,0,523115,0
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,316321604.971575,231102.542444986,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",231102.542444986,0,0,231103,0
"Red Lechwe","Grazer","Wetland_Grazer",80,730,99485312.3183465,136281.24975116,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",136281.24975116,0,0,136281,0
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,99485312.3183465,242277.777335395,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",242277.777335395,0,0,242278,0
"Roan","Grazer","General_Grazer",240,2190,316321604.971575,144439.089028116,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",144439.089028116,0,0,144439,0
"Sable","Grazer","General_Grazer",200,1825,316321604.971575,173326.90683374,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",173326.90683374,0,0,173327,0
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,400904863.78045,1156178.41032574,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",1156178.41032574,0,0,1156178,0
"Steenbok","Browser","Shrub_Browser",10,91.25,639040624.735606,7003184.92860938,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",7003184.92860938,0,0,7003185,0
"Vervet monkey","Omnivore","Omnivore",5,45.625,341897852.102462,7493651.55293068,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",7493651.55293068,0,0,7493652,0
"Warthog","Grazer","General_Grazer",70,638.75,316321604.971575,495219.733810685,"Forage-limited potential carrying capacity","Estimated",5126424.88987576,596.71867974475,0.0116400550590962,"Cluster","Cluster_4","Cluster E — Kunene (North)","Current","Current","Current",495219.733810685,0,0,495220,0
"Baboon","Omnivore","Omnivore",24,219,171520033.412103,783196.499598643,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",783196.499598643,0,0,783196,0
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,262893315.103491,28810.2263127114,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",28810.2263127114,0,0,28810,0
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,271786600.915041,595696.659539816,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",595696.659539816,0,0,595697,0
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,231825312.200559,115479.607571885,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",115479.607571885,0,0,115480,0
"Buffalo","Grazer","General_Grazer",500,4562.5,231825312.200559,50811.0273316293,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",50811.0273316293,0,0,50811,0
"Burchell's zebra","Grazer","General_Grazer",320,2920,231825312.200559,79392.2302056708,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",79392.2302056708,0,0,79392,0
"Bushpig","Omnivore","Omnivore",60,547.5,171520033.412103,313278.599839457,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",313278.599839457,0,0,313279,0
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,262893315.103491,5762045.26254227,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",5762045.26254227,0,0,5762045,0
"Duiker","Browser","Woodland_Browser",17.5,159.6875,222341910.24954,1392356.38512432,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",1392356.38512432,0,0,1392356,0
"Eland","Mixed","Mixed_Open",500,4562.5,271786600.915041,59569.6659539816,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",59569.6659539816,0,0,59570,0
"Elephant","Mixed","Large_Mixed",3500,31937.5,257600949.30127,8065.78314837636,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",8065.78314837636,0,0,8066,0
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,263129308.161193,137314.707455286,"Forage-limited potential carrying capacity","Estimated",1422473.1935077,908.663016745588,0.0638790959923049,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Current","Current","Current",137314.707455286,0,0,137315,0
