spatial_unit;unit_id;unit;climate_scenario;management_scenario;feeding_group;species_count;species_estimated;mean_species_capacity_animals;median_species_capacity_animals;mean_change_from_current_pct;median_change_from_current_pct
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;With_Intervention;Grazer;12;12;734422;511055;223.039061577495;208.890867610877
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;With_Intervention;Mixed;6;6;903784;697500;71.1164482799637;82.3560471610708
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;With_Intervention;Omnivore;3;3;4094722;1981317;26.9117294305199;26.9117294305199
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;Without_Intervention;Browser;7;7;4088739;3144395;-4.5165221818825;-4.53653780339447
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;Without_Intervention;Grazer;12;12;230395;142142;-11.2791391180164;-10.8950039319226
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;Without_Intervention;Mixed;6;6;462244;364150;-7.27155302780282;-7.61126631728144
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2050;Without_Intervention;Omnivore;3;3;3026708;1464536;-6.19027452187226;-6.19027452187226
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;With_Intervention;Browser;7;7;2646901;1963298;-38.9778142288105;-38.3916037520482
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;With_Intervention;Grazer;12;12;682434;474872;200.148474248501;187.020891692421
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;With_Intervention;Mixed;6;6;840789;648857;59.2074637831156;69.6469842348293
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;With_Intervention;Omnivore;3;3;3813734;1845355;18.2027849840533;18.2027849840534
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;Without_Intervention;Browser;7;7;3839449;2955824;-10.3097574694049;-10.309953986053
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_4;Cluster E — Kunene (North);SSP585_2090;Without_Intervention;Grazer;12;12;212649;131365;-18.2980049909476;-17.8523698009071
