"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_group","species_count","species_estimated","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","With_Intervention","Omnivore",3,3,137022,66301,-5.78283756430341,-5.78283756430341
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","Without_Intervention","Browser",7,7,189631,153634,-3.88129288013135,-3.03780453194656
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","Without_Intervention","Grazer",12,12,8178,5061,-9.24461763454838,-8.64910606413935
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","Without_Intervention","Mixed",6,6,19524,15120,-5.28078545119868,-5.65909984575601
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP245_2090","Without_Intervention","Omnivore",3,3,136968,66275,-5.81986459385899,-5.81986459385899
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","With_Intervention","Browser",7,7,165495,140704,-14.7445346974899,-15.8553448105689
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","With_Intervention","Grazer",12,12,10950,7029,30.3067179726708,27.0065417591371
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","With_Intervention","Mixed",6,6,21017,16128,0.21649312128144,1.94673649033526
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","With_Intervention","Omnivore",3,3,136193,65900,-6.35262373211264,-6.35262373211264
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","Without_Intervention","Browser",7,7,188709,153502,-4.22179171335401,-3.55117059141177
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","Without_Intervention","Grazer",12,12,8190,5062,-8.89125862526791,-8.38309327461906
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","Without_Intervention","Mixed",6,6,19493,15086,-5.47061723679198,-5.78350995878908
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2050","Without_Intervention","Omnivore",3,3,136985,66283,-5.80796433883926,-5.80796433883926
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","With_Intervention","Browser",7,7,156741,132731,-19.3638067219582,-20.2702786812084
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","With_Intervention","Grazer",12,12,10370,6647,23.308575608518,20.2161581419377
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","With_Intervention","Mixed",6,6,19895,15275,-5.11883872849408,-3.51519648384626
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","With_Intervention","Omnivore",3,3,128558,62206,-11.6021475164138,-11.6021475164138
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","Without_Intervention","Browser",7,7,179043,145058,-9.24727378324312,-8.45148633317841
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","Without_Intervention","Grazer",12,12,7721,4779,-14.3124567312144,-13.7502409415043
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","Without_Intervention","Mixed",6,6,18434,14276,-10.569363331051,-10.9265219128903
"Conservancy","Conservancy_82","Kapinga kaMwalye","SSP585_2090","Without_Intervention","Omnivore",3,3,129320,62574,-11.0785005299496,-11.0785005299496
"Conservancy","Conservancy_83","Otjindjerese","Current","Current","Browser",7,7,112617,90349,0,0
"Conservancy","Conservancy_83","Otjindjerese","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","Current","Current","Grazer",12,12,5482,3358,0,0
"Conservancy","Conservancy_83","Otjindjerese","Current","Current","Mixed",6,6,12210,9464,0,0
"Conservancy","Conservancy_83","Otjindjerese","Current","Current","Omnivore",3,3,82951,40137,0,0
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","With_Intervention","Browser",7,7,62806,48779,-44.8454385086771,-43.9942897674286
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","With_Intervention","Grazer",12,12,13150,9177,168.846831450751,155.231216076887
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","With_Intervention","Mixed",6,6,17036,13090,32.6793660501612,40.2448171965411
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","With_Intervention","Omnivore",3,3,81262,39321,-2.03522450959695,-2.03522450959695
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","Without_Intervention","Browser",7,7,111933,89855,-0.587442506367671,-0.611395729919563
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","Without_Intervention","Grazer",12,12,5066,3125,-8.67908137230047,-8.16293171088935
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","Without_Intervention","Mixed",6,6,11749,9110,-3.5187170760199,-3.80605618078608
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2050","Without_Intervention","Omnivore",3,3,80994,39191,-2.35882470305302,-2.35882470305302
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","With_Intervention","Browser",7,7,60375,46895,-46.9789063762771,-46.1618764921916
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","With_Intervention","Grazer",12,12,12617,8804,157.92706362546,144.871001010995
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","With_Intervention","Mixed",6,6,16352,12564,27.3590103545773,34.6108522087802
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","With_Intervention","Omnivore",3,3,77957,37721,-6.02014592341259,-6.02014592341259
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","Without_Intervention","Browser",7,7,108005,86719,-4.06938510761855,-4.10228567829102
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","Without_Intervention","Grazer",12,12,4780,2955,-14.1652607100056,-13.5217173036687
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","Without_Intervention","Mixed",6,6,11227,8707,-7.72725602260286,-8.08798530807811
"Conservancy","Conservancy_83","Otjindjerese","SSP245_2090","Without_Intervention","Omnivore",3,3,77701,37597,-6.32890644493345,-6.32890644493344
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","With_Intervention","Browser",7,7,60575,47046,-46.805296470421,-45.9844195120817
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","With_Intervention","Grazer",12,12,12682,8851,159.28818870416,146.156739259445
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","With_Intervention","Mixed",6,6,16431,12625,27.9627626101017,35.2592065492458
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","With_Intervention","Omnivore",3,3,78374,37923,-5.51680690750031,-5.51680690750031
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","Without_Intervention","Browser",7,7,107953,86660,-4.1222621137826,-4.14534624566144
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","Without_Intervention","Grazer",12,12,4886,3014,-11.9224365739808,-11.4248754628715
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","Without_Intervention","Mixed",6,6,11331,8786,-6.94795115090549,-7.2249315759591
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2050","Without_Intervention","Omnivore",3,3,78115,37798,-5.82932318734309,-5.82932318734308
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","With_Intervention","Browser",7,7,57617,44753,-49.4006472933861,-48.620837436415
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","With_Intervention","Grazer",12,12,12041,8402,146.155174489071,133.694881961994
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","With_Intervention","Mixed",6,6,15606,11991,21.5451245138356,28.4660588610434
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","With_Intervention","Omnivore",3,3,74398,35999,-10.3103602298876,-10.3103602298876
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","Without_Intervention","Browser",7,7,103071,82757,-8.45192860686736,-8.48329232752052
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","Without_Intervention","Grazer",12,12,4562,2820,-18.0782918083176,-17.4646696873501
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","Without_Intervention","Mixed",6,6,10714,8309,-11.9396810688735,-12.2836505062308
"Conservancy","Conservancy_83","Otjindjerese","SSP585_2090","Without_Intervention","Omnivore",3,3,74153,35880,-10.6060442090706,-10.6060442090706
"Conservancy","Conservancy_84","Nyae Nyae","Current","Current","Browser",7,7,1316593,1071893,0,0
"Conservancy","Conservancy_84","Nyae Nyae","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","Current","Current","Grazer",12,12,79272,49815,0,0
"Conservancy","Conservancy_84","Nyae Nyae","Current","Current","Mixed",6,6,157799,121799,0,0
"Conservancy","Conservancy_84","Nyae Nyae","Current","Current","Omnivore",3,3,1027380,497119,0,0
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","With_Intervention","Browser",7,7,623908,481779,-53.4491482196936,-52.2577470514666
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","With_Intervention","Grazer",12,12,183795,128866,149.77614338766,144.488689927473
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","With_Intervention","Mixed",6,6,222904,170922,34.0792853876549,41.8842674116309
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","With_Intervention","Omnivore",3,3,991821,479913,-3.4611284460656,-3.46112844606559
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","Browser",7,7,1322518,1065909,0.111741655493018,0.559740493730241
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","Grazer",12,12,69901,42342,-13.4859286316895,-12.5552768390665
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","Mixed",6,6,148814,115162,-5.19343253328413,-5.79687996782817
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","Omnivore",3,3,991821,479913,-3.4611284460656,-3.46112844606559
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","With_Intervention","Browser",7,7,610303,469536,-54.5185598822519,-53.2811388835468
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","With_Intervention","Grazer",12,12,178881,125431,142.981129568503,137.97222657816
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","With_Intervention","Mixed",6,6,217178,166571,30.6543525303296,38.2283559066797
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","With_Intervention","Omnivore",3,3,966027,467432,-5.97179457990813,-5.97179457990813
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","Without_Intervention","Browser",7,7,1300588,1046706,-1.59593134992877,-1.09305388572801
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","Without_Intervention","Grazer",12,12,66345,40357,-18.3354208292191,-17.2003169661251
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","Without_Intervention","Mixed",6,6,143971,111475,-8.15036984877787,-8.88459641055011
"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2090","Without_Intervention","Omnivore",3,3,966027,467432,-5.97179457990813,-5.97179457990813
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","With_Intervention","Browser",7,7,604257,466612,-54.9150518638029,-53.7614929997515
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","With_Intervention","Grazer",12,12,178000,124803,141.900988511262,136.780951165276
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","With_Intervention","Mixed",6,6,215878,165535,29.8532726279102,37.4121702957899
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","With_Intervention","Omnivore",3,3,960565,464789,-6.5034111620522,-6.5034111620522
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","Without_Intervention","Browser",7,7,1280867,1032346,-3.04092837991009,-2.60736024704273
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","Without_Intervention","Grazer",12,12,67694,41005,-16.2195525010975,-15.3173082817151
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","Without_Intervention","Mixed",6,6,144121,111531,-8.18264917485062,-8.7673784902661
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2050","Without_Intervention","Omnivore",3,3,960565,464789,-6.5034111620522,-6.5034111620522
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","With_Intervention","Browser",7,7,573190,440989,-57.2841392588601,-56.1221958760291
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","With_Intervention","Grazer",12,12,167984,117790,128.179243500791,123.475680644186
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","With_Intervention","Mixed",6,6,203953,156427,22.6980739289789,29.8105056074579
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","With_Intervention","Omnivore",3,3,907218,438976,-11.6959507834422,-11.6959507834422
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","Without_Intervention","Browser",7,7,1221455,983023,-7.58313128796364,-7.11101671892767
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","Without_Intervention","Grazer",12,12,62299,37896,-23.3172973835654,-22.2508646434964
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","Without_Intervention","Mixed",6,6,135202,104685,-13.744443567946,-14.4344853083082
"Conservancy","Conservancy_84","Nyae Nyae","SSP585_2090","Without_Intervention","Omnivore",3,3,907218,438976,-11.6959507834422,-11.6959507834422
"Conservancy","Conservancy_85","Ekango Lyomongwa","Current","Current","Browser",7,7,119447,92987,0,0
"Conservancy","Conservancy_85","Ekango Lyomongwa","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","Current","Current","Grazer",12,12,22911,15948,0,0
"Conservancy","Conservancy_85","Ekango Lyomongwa","Current","Current","Mixed",6,6,30239,23247,0,0
"Conservancy","Conservancy_85","Ekango Lyomongwa","Current","Current","Omnivore",3,3,147813,71523,0,0
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","With_Intervention","Browser",7,7,96483,73811,-19.7128562047514,-19.0606918438323
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","With_Intervention","Grazer",12,12,26618,18652,16.9849585959618,16.9540264547968
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","With_Intervention","Mixed",6,6,32660,25072,6.73650951334947,8.10496618523033
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","With_Intervention","Omnivore",3,3,146575,70923,-0.837852925371366,-0.837852925371366
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","Browser",7,7,121149,94419,1.467084084569,1.45278181121828
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","Grazer",12,12,22175,15427,-3.36793950693154,-3.27007481213352
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","Mixed",6,6,29610,22775,-1.89985772771841,-2.1008946328744
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","Omnivore",3,3,145085,70202,-1.84597809198997,-1.84597809198996
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","With_Intervention","Browser",7,7,93952,71908,-21.8073108896224,-21.2030088259615
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","With_Intervention","Grazer",12,12,25689,17999,12.8852237245087,12.8584369882538
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","With_Intervention","Mixed",6,6,31570,24236,3.2000403181678,4.49432789588561
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","With_Intervention","Omnivore",3,3,141929,68676,-3.98065643227013,-3.98065643227012
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","Without_Intervention","Browser",7,7,118304,92263,-0.894127576008943,-0.956781223275677
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","Without_Intervention","Grazer",12,12,21323,14829,-7.11419769701435,-7.0140201480019
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","Without_Intervention","Mixed",6,6,28580,21984,-5.25855210217688,-5.50989613676126
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2090","Without_Intervention","Omnivore",3,3,140517,67992,-4.93592855913511,-4.93592855913511
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","With_Intervention","Browser",7,7,93042,71167,-22.5809379724317,-21.9450013883195
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","With_Intervention","Grazer",12,12,25679,17994,12.8564026065176,12.8264595423175
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","With_Intervention","Mixed",6,6,31505,24186,2.96070159921448,4.28176407431319
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","With_Intervention","Omnivore",3,3,141377,68408,-4.3546609262625,-4.3546609262625
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","Without_Intervention","Browser",7,7,116834,91056,-2.1472079121717,-2.16083575511676
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","Without_Intervention","Grazer",12,12,21391,14882,-6.78126598668948,-6.68695592630568
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","Without_Intervention","Mixed",6,6,28562,21969,-5.37356955869127,-5.56633927343947
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2050","Without_Intervention","Omnivore",3,3,139939,67713,-5.32696501268021,-5.3269650126802
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","With_Intervention","Browser",7,7,89784,68719,-25.2757820016196,-24.6990336999788
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","With_Intervention","Grazer",12,12,24545,17197,7.85930441175767,7.83376702059929
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","With_Intervention","Mixed",6,6,30166,23158,-1.39103892670441,-0.154830644218885
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","With_Intervention","Omnivore",3,3,135619,65622,-8.24969821767844,-8.24969821767844
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","Without_Intervention","Browser",7,7,113058,88173,-5.28809262516224,-5.34897789866415
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","Without_Intervention","Grazer",12,12,20373,14169,-11.2525615596717,-11.1567538996681
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","Without_Intervention","Mixed",6,6,27308,21006,-9.4735083884715,-9.7144199204102
"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP585_2090","Without_Intervention","Omnivore",3,3,134272,64970,-9.16135230219264,-9.16135230219264
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Current","Current","Browser",7,7,326648,254950,0,0
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Current","Current","Grazer",12,12,41214,28289,0,0
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Current","Current","Mixed",6,6,60762,46956,0,0
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Current","Current","Omnivore",3,3,325253,157380,0,0
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","With_Intervention","Browser",7,7,228512,173585,-30.7080605629626,-30.1109266240268
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","With_Intervention","Grazer",12,12,61588,43082,53.0050312766678,52.2952231802497
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","With_Intervention","Mixed",6,6,75738,58214,21.3604681904287,24.9939805878584
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","With_Intervention","Omnivore",3,3,341226,165109,4.91104361265392,4.91104361265392
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","Browser",7,7,324746,253938,-0.523661980451904,-0.576699832078402
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","Grazer",12,12,39199,26871,-5.05555157291642,-5.0116058345253
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","Mixed",6,6,58628,45314,-3.3435584906445,-3.52175124714969
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","Omnivore",3,3,317310,153537,-2.44217426587153,-2.44217426587153
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","With_Intervention","Browser",7,7,218997,166427,-33.5843886927146,-33.0377584293963
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","With_Intervention","Grazer",12,12,58899,41201,46.3228713274199,45.6456600463224
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","With_Intervention","Mixed",6,6,72461,55695,16.1153273967975,19.5858707170833
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","With_Intervention","Omnivore",3,3,326614,158039,0.418634171284942,0.418634171284941
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","Without_Intervention","Browser",7,7,312149,244170,-4.3712185766082,-4.43763988526619
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","Without_Intervention","Grazer",12,12,37174,25453,-10.0160348118582,-9.96263609909979
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","Without_Intervention","Mixed",6,6,55843,43166,-7.88334646737003,-8.10978764313129
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2090","Without_Intervention","Omnivore",3,3,303256,146737,-6.76304457296127,-6.76304457296128
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","With_Intervention","Browser",7,7,221426,168236,-32.8520246770986,-32.2807872838071
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","With_Intervention","Grazer",12,12,59678,41747,48.2623232713724,47.5744016149742
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","With_Intervention","Mixed",6,6,73390,56409,17.5985585365562,21.1199126774932
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","With_Intervention","Omnivore",3,3,330663,159998,1.66327583005971,1.66327583005971
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","Without_Intervention","Browser",7,7,314624,246018,-3.6248753309124,-3.67576548144518
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","Without_Intervention","Grazer",12,12,37994,26045,-7.97286797294069,-7.9307207427665
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","Without_Intervention","Mixed",6,6,56818,43915,-6.33034134683225,-6.50135541003192
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2050","Without_Intervention","Omnivore",3,3,307476,148779,-5.46563866565728,-5.46563866565728
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","With_Intervention","Browser",7,7,204049,155077,-38.1165623668484,-37.6147374330978
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","With_Intervention","Grazer",12,12,54863,38377,36.2944341189056,35.6640171462702
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","With_Intervention","Mixed",6,6,67499,51881,8.16462151115661,11.3971630338774
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","With_Intervention","Omnivore",3,3,304268,147227,-6.45176586768418,-6.45176586768418
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","Without_Intervention","Browser",7,7,290909,227571,-10.876663370517,-10.9385446152148
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP585_2090","Without_Intervention","Grazer",12,12,34642,23720,-16.1441598143724,-16.0939656046873
