"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,73307370.501593,160673.688770615,"Forage-limited potential livestock carrying capacity",790946.116711088,790946.116711088,0,0,"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",35561.3284734633,125112.360297151,351.821390448091,160674,125112
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,51718928.2562946,125951.727869211,"Forage-limited potential livestock carrying capacity",790946.116711088,790946.116711088,0,0,"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",54406.4838660313,71545.2440031794,131.501319179806,125952,71545
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,74331836.4324463,75425.5062734107,"Forage-limited potential livestock carrying capacity",790946.116711088,790946.116711088,0,0,"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",22173.5169717951,53251.9893016156,240.160319940912,75426,53252
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,38463962.4494631,10644.5170747096,"Forage-limited potential livestock carrying capacity",229072.123988519,229072.123988519,0,0,"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",4137.73792785153,6506.77914685807,157.254501380097,10645,6507
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,37827850.5442527,82910.3573572663,"Forage-limited potential livestock carrying capacity",229072.123988519,229072.123988519,0,0,"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",36542.1671413669,46368.1902158994,126.889546633946,82910,46368
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,25601684.5652646,62348.0902654846,"Forage-limited potential livestock carrying capacity",229072.123988519,229072.123988519,0,0,"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",40820.2694021872,21527.8208632974,52.7380665991976,62348,21528
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,36287973.3712712,36821.8907876928,"Forage-limited potential livestock carrying capacity",229072.123988519,229072.123988519,0,0,"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",16636.1400442609,20185.7507434318,121.336744519625,36822,20186
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,25741821.8171929,7123.7918409279,"Forage-limited potential livestock carrying capacity",113182.312680355,113182.312680355,0,0,"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",2737.99652644817,4385.79531447973,160.182647133199,7124,4386
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,26677671.2195345,58471.6081524044,"Forage-limited potential livestock carrying capacity",113182.312680355,113182.312680355,0,0,"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",33484.9642427177,24986.6439096867,74.6204885529206,58472,24987
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,21899933.2384791,53333.1707481987,"Forage-limited potential livestock carrying capacity",113182.312680355,113182.312680355,0,0,"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",63122.5821674483,-9789.41141924965,-15.5085724999031,53333,-9789
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,24037471.972135,24391.1435536631,"Forage-limited potential livestock carrying capacity",113182.312680355,113182.312680355,0,0,"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",11386.6973439096,13004.4462097536,114.207358086226,24391,13004
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,23610853.245668,6534.06759254684,"Forage-limited potential livestock carrying capacity",144600.416076113,144600.416076113,0,0,"Conservancy","Conservancy_50","Sanitatas","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1244.82074099897,5289.24685154787,424.900283016109,6534,5289
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,23366126.824698,51213.4286568724,"Forage-limited potential livestock carrying capacity",144600.416076113,144600.416076113,0,0,"Conservancy","Conservancy_50","Sanitatas","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",13753.6548975084,37459.773759364,272.362321423014,51213,37460
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,16219817.9024425,39500.3175706362,"Forage-limited potential livestock carrying capacity",144600.416076113,144600.416076113,0,0,"Conservancy","Conservancy_50","Sanitatas","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",22902.2920649178,16598.0255057184,72.4732068679869,39500,16598
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,22435897.8960063,22766.0049680429,"Forage-limited potential livestock carrying capacity",144600.416076113,144600.416076113,0,0,"Conservancy","Conservancy_50","Sanitatas","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",6270.08665288173,16495.9183151612,263.089160140708,22766,16496
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,66490281.5565574,18400.5207019669,"Forage-limited potential livestock carrying capacity",291182.005071064,291182.005071064,0,0,"Conservancy","Conservancy_51","Epupa","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",6527.10385258472,11873.4168493822,181.909421353551,18401,11873
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,68957277.00011,151139.237260515,"Forage-limited potential livestock carrying capacity",291182.005071064,291182.005071064,0,0,"Conservancy","Conservancy_51","Epupa","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",81059.7769786439,70079.4602818711,86.4540502009206,151139,70079
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,56738000.8246349,138174.735645991,"Forage-limited potential livestock carrying capacity",291182.005071064,291182.005071064,0,0,"Conservancy","Conservancy_51","Epupa","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",155239.545141421,-17064.80949543,-10.992566024259,138175,-17065
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,62196501.9097063,63111.6204055873,"Forage-limited potential livestock carrying capacity",291182.005071064,291182.005071064,0,0,"Conservancy","Conservancy_51","Epupa","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",27537.7557341201,35573.8646714672,129.182149100808,63112,35574
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,10079163.6026765,2789.30776329776,"Forage-limited potential livestock carrying capacity",50133.2052546099,50133.2052546099,0,0,"Conservancy","Conservancy_52","Ongongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",923.707480171409,1865.60028312635,201.968731787271,2789,1866
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,10348115.3421049,22680.8007498191,"Forage-limited potential livestock carrying capacity",50133.2052546099,50133.2052546099,0,0,"Conservancy","Conservancy_52","Ongongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",11241.4103810306,11439.3903687884,101.761166802449,22681,11439
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,8232464.01688958,20048.6186103856,"Forage-limited potential livestock carrying capacity",50133.2052546099,50133.2052546099,0,0,"Conservancy","Conservancy_52","Ongongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",21068.7401477892,-1020.12153740364,-4.84187250992643,20049,-1020
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,9468191.00778302,9607.4997542192,"Forage-limited potential livestock carrying capacity",50133.2052546099,50133.2052546099,0,0,"Conservancy","Conservancy_52","Ongongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",3994.43167548025,5613.06807873896,140.522320439092,9607,5613
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,23127047.0462848,6400.17906359065,"Forage-limited potential livestock carrying capacity",110007.556094538,110007.556094538,0,0,"Conservancy","Conservancy_53","Otjiu-West","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",2185.80468228697,4214.37438130368,192.806540101939,6400,4214
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,23654895.0445842,51846.3453031983,"Forage-limited potential livestock carrying capacity",110007.556094538,110007.556094538,0,0,"Conservancy","Conservancy_53","Otjiu-West","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",25982.3700882004,25863.975214998,99.5443261226729,51846,25864
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,18580317.2545806,45248.8700263759,"Forage-limited potential livestock carrying capacity",110007.556094538,110007.556094538,0,0,"Conservancy","Conservancy_53","Otjiu-West","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",47465.0131400775,-2216.14311370166,-4.66900347664803,45249,-2216
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,21641377.3693262,21959.7943879515,"Forage-limited potential livestock carrying capacity",110007.556094538,110007.556094538,0,0,"Conservancy","Conservancy_53","Otjiu-West","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",9279.17341611426,12680.6209718372,136.65679477243,21960,12681
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,44390828.5085102,12284.7180042923,"Forage-limited potential livestock carrying capacity",302360.193410263,302360.193410263,0,0,"Conservancy","Conservancy_54","Marienfluss","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",833.457941330887,11451.2600629614,1373.94576199919,12285,11451
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,43304857.9315502,94914.7571102471,"Forage-limited potential livestock carrying capacity",302360.193410263,302360.193410263,0,0,"Conservancy","Conservancy_54","Marienfluss","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",10827.9661500509,84086.7909601962,776.570500821164,94915,84087
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,28298562.6905791,68915.8299922779,"Forage-limited potential livestock carrying capacity",302360.193410263,302360.193410263,0,0,"Conservancy","Conservancy_54","Marienfluss","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",21412.8306320331,47502.9993602448,221.843623463688,68916,47503
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,42475291.5152163,43100.2450687126,"Forage-limited potential livestock carrying capacity",302360.193410263,302360.193410263,0,0,"Conservancy","Conservancy_54","Marienfluss","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",7068.22877731845,36032.0162913942,509.774335644297,43100,36032
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,51545873.2527059,14264.8051066019,"Forage-limited potential livestock carrying capacity",355743.063054057,355743.063054057,0,0,"Conservancy","Conservancy_55","Puros","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",873.351107882919,13391.453998719,1533.34138788477,14265,13391
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,50195463.0545748,110017.453270301,"Forage-limited potential livestock carrying capacity",355743.063054057,355743.063054057,0,0,"Conservancy","Conservancy_55","Puros","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",11400.9217269023,98616.5315433986,864.987357212504,110017,98617
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,32546797.3495738,79261.6069396013,"Forage-limited potential livestock carrying capacity",355743.063054057,355743.063054057,0,0,"Conservancy","Conservancy_55","Puros","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",22615.0457400979,56646.5611995034,250.481744987433,79262,56647
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,49340115.7908071,50066.0738618033,"Forage-limited potential livestock carrying capacity",355743.063054057,355743.063054057,0,0,"Conservancy","Conservancy_55","Puros","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",7930.92554677708,42135.1483150262,531.276558662801,50066,42135
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,27943729.7964384,7733.14786119784,"Forage-limited potential livestock carrying capacity",164278.097295288,164278.097295288,0,0,"Conservancy","Conservancy_56","Okondjombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1656.37856680133,6076.76929439651,366.8707997189,7733,6077
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,27860891.3536915,61064.9673505568,"Forage-limited potential livestock carrying capacity",164278.097295288,164278.097295288,0,0,"Conservancy","Conservancy_56","Okondjombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",19226.7351013132,41838.2322492436,217.604455612363,61065,41838
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,19922570.851741,48517.6763512719,"Forage-limited potential livestock carrying capacity",164278.097295288,164278.097295288,0,0,"Conservancy","Conservancy_56","Okondjombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",34090.6587233548,14427.0176279171,42.3195625082874,48518,14427
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,26440223.476644,26829.2475663562,"Forage-limited potential livestock carrying capacity",164278.097295288,164278.097295288,0,0,"Conservancy","Conservancy_56","Okondjombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",8059.0800223108,18770.1675440454,232.907074902867,26829,18770
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,17506897.5409122,4844.85887392063,"Forage-limited potential livestock carrying capacity",102833.294062813,102833.294062813,0,0,"Conservancy","Conservancy_57","Otjikongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1320.83843368611,3524.02044023452,266.801779109343,4845,3524
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,17529098.3080339,38419.9414970606,"Forage-limited potential livestock carrying capacity",102833.294062813,102833.294062813,0,0,"Conservancy","Conservancy_57","Otjikongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",14556.5665738135,23863.3749232471,163.935463780147,38420,23863
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,12740845.2969547,31027.9337520968,"Forage-limited potential livestock carrying capacity",102833.294062813,102833.294062813,0,0,"Conservancy","Conservancy_57","Otjikongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",24207.2201396857,6820.71361241109,28.1763604951446,31028,6821
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,16555862.2454129,16799.454333245,"Forage-limited potential livestock carrying capacity",102833.294062813,102833.294062813,0,0,"Conservancy","Conservancy_57","Otjikongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",5979.78477052973,10819.6695627153,180.937441361402,16799,10820
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,63470960.5222166,17564.9537905678,"Forage-limited potential livestock carrying capacity",276429.44894258,276424.898934172,4.55000840709545,0.00164599264821477,"Conservancy","Conservancy_58","Kunene River","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",6600.20674297991,10964.7470475879,166.127327136383,17565,10965
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,65749255.2271531,144107.956662253,"Forage-limited potential livestock carrying capacity",276429.44894258,276424.898934172,4.55000840709545,0.00164599264821477,"Conservancy","Conservancy_58","Kunene River","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",81262.0622628701,62845.8943993833,77.337311716366,144108,62846
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,53896492.592846,131254.776481817,"Forage-limited potential livestock carrying capacity",276429.44894258,276424.898934172,4.55000840709545,0.00164599264821477,"Conservancy","Conservancy_58","Kunene River","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",154273.951835283,-23019.1753534664,-14.92097342398,131255,-23019
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,59261580.6952051,60133.5166871691,"Forage-limited potential livestock carrying capacity",276429.44894258,276424.898934172,4.55000840709545,0.00164599264821477,"Conservancy","Conservancy_58","Kunene River","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",27519.0517350538,32614.4649521153,118.515947664617,60134,32614
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,19776615.0500281,5472.9805036746,"Forage-limited potential livestock carrying capacity",87068.3803164887,87068.3803164887,0,0,"Conservancy","Conservancy_59","Ombazu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",2091.5540507153,3381.4264529593,161.670526841172,5473,3381
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,20510144.0559985,44953.7403967091,"Forage-limited potential livestock carrying capacity",87068.3803164887,87068.3803164887,0,0,"Conservancy","Conservancy_59","Ombazu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",25777.1569500139,19176.5834466952,74.3937102291059,44954,19177
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,16868878.9066013,41080.9836386029,"Forage-limited potential livestock carrying capacity",87068.3803164887,87068.3803164887,0,0,"Conservancy","Conservancy_59","Ombazu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",48958.0033117759,-7877.01967317305,-16.0893401289476,41081,-7877
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,18466839.2958255,18738.5482453836,"Forage-limited potential livestock carrying capacity",87068.3803164887,87068.3803164887,0,0,"Conservancy","Conservancy_59","Ombazu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",8714.65414495748,10023.8941004261,115.023429888221,18739,10024
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,34155226.3656235,9452.11743894381,"Forage-limited potential livestock carrying capacity",148675.61937464,148675.61937464,0,0,"Conservancy","Conservancy_60","Ombombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",3777.7511029321,5674.36633601171,150.204875371688,9452,5674
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,35385329.9529086,77556.8875680187,"Forage-limited potential livestock carrying capacity",148675.61937464,148675.61937464,0,0,"Conservancy","Conservancy_60","Ombombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",45232.5417340846,32324.3458339342,71.4625899733078,77557,32324
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,29010392.1344182,70649.3567961477,"Forage-limited potential livestock carrying capacity",148675.61937464,148675.61937464,0,0,"Conservancy","Conservancy_60","Ombombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",83281.6472520938,-12632.2904559461,-15.1681563378641,70649,-12632
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,31883905.7504596,32353.0246072649,"Forage-limited potential livestock carrying capacity",148675.61937464,148675.61937464,0,0,"Conservancy","Conservancy_60","Ombombo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",15494.5752361978,16858.4493710671,108.802268626784,32353,16858
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,17926791.9495452,4961.06045372775,"Forage-limited potential livestock carrying capacity",106736.417584488,106736.417584488,0,0,"Conservancy","Conservancy_61","Otjikondavirongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1140.72652592222,3820.33392780552,334.903576009768,4961,3820
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,17945561.1599061,39332.7367888354,"Forage-limited potential livestock carrying capacity",106736.417584488,106736.417584488,0,0,"Conservancy","Conservancy_61","Otjikondavirongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",13440.351249634,25892.3855392013,192.646643367348,39333,25892
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,13032165.6932858,31737.3898162212,"Forage-limited potential livestock carrying capacity",106736.417584488,106736.417584488,0,0,"Conservancy","Conservancy_61","Otjikondavirongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",24255.9942035328,7481.39561268847,30.8434919216745,31737,7481
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,16966167.4601416,17215.7965095298,"Forage-limited potential livestock carrying capacity",106736.417584488,106736.417584488,0,0,"Conservancy","Conservancy_61","Otjikondavirongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",5484.47422324995,11731.3222862798,213.900582056673,17216,11731
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,24915826.9849997,6895.20602878087,"Forage-limited potential livestock carrying capacity",115910.669373791,115910.669373791,0,0,"Conservancy","Conservancy_62","Ombujokanguindi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",2523.19733897904,4372.00868980183,173.27256264351,6895,4372
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,25770120.6366808,56482.4561899854,"Forage-limited potential livestock carrying capacity",115910.669373791,115910.669373791,0,0,"Conservancy","Conservancy_62","Ombujokanguindi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",30628.4111211245,25854.0450688609,84.4119695488524,56482,25854
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,21015182.8523402,51178.5274942837,"Forage-limited potential livestock carrying capacity",115910.669373791,115910.669373791,0,0,"Conservancy","Conservancy_62","Ombujokanguindi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",57256.6121221782,-6078.08462789455,-10.6155156629329,51179,-6078
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,23329393.7159632,23672.6470988973,"Forage-limited potential livestock carrying capacity",115910.669373791,115910.669373791,0,0,"Conservancy","Conservancy_62","Ombujokanguindi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",10626.3632439989,13046.2838548984,122.77280152517,23673,13046
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,17278471.9470747,4781.64437444991,"Forage-limited potential livestock carrying capacity",73692.762863081,73692.762863081,0,0,"Conservancy","Conservancy_63","Otuzemba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1819.27936773506,2962.36500671485,162.831781597287,4782,2962
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,17784859.2639085,38980.513455142,"Forage-limited potential livestock carrying capacity",73692.762863081,73692.762863081,0,0,"Conservancy","Conservancy_63","Otuzemba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",22182.5459883282,16797.9674668138,75.7260572147686,38981,16798
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,14275621.7203029,34765.5932305702,"Forage-limited potential livestock carrying capacity",73692.762863081,73692.762863081,0,0,"Conservancy","Conservancy_63","Otuzemba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",41675.9286369432,-6910.335406373,-16.5811192032981,34766,-6910
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,16086148.5579118,16322.8295869222,"Forage-limited potential livestock carrying capacity",73692.762863081,73692.762863081,0,0,"Conservancy","Conservancy_63","Otuzemba","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",7540.47692026605,8782.35266665614,116.469458888633,16323,8782
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,21151545.7606043,5853.47883232442,"Forage-limited potential livestock carrying capacity",90822.5561159369,90822.5561159369,0,0,"Conservancy","Conservancy_64","Etanga","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",2424.35332224356,3429.12551008086,141.444956831105,5853,3429
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,21932170.1978873,48070.5100227667,"Forage-limited potential livestock carrying capacity",90822.5561159369,90822.5561159369,0,0,"Conservancy","Conservancy_64","Etanga","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",28376.4996058158,19694.0104169509,69.4025362201987,48071,19694
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,18035363.0737336,43921.7365570377,"Forage-limited potential livestock carrying capacity",90822.5561159369,90822.5561159369,0,0,"Conservancy","Conservancy_64","Etanga","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",50955.9084434918,-7034.17188645407,-13.804428379988,43922,-7034
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,19754768.8702985,20045.4275700644,"Forage-limited potential livestock carrying capacity",90822.5561159369,90822.5561159369,0,0,"Conservancy","Conservancy_64","Etanga","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",9837.79756447314,10207.6300055913,103.759301192105,20045,10208
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,174666204.110104,48337.1258088014,"Forage-limited potential livestock carrying capacity",662853.398044789,662853.398044789,0,0,"Conservancy","Conservancy_65","Eiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",16086.2703354298,32250.8554733715,200.486842511526,48337,32251
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,173890356.079837,381129.547572246,"Forage-limited potential livestock carrying capacity",662853.398044789,662853.398044789,0,0,"Conservancy","Conservancy_65","Eiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",197811.221866344,183318.325705902,92.6733700830003,381130,183318
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,123780332.250182,301443.731507292,"Forage-limited potential livestock carrying capacity",662853.398044789,662853.398044789,0,0,"Conservancy","Conservancy_65","Eiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",374925.192718946,-73481.461211654,-19.598966044071,301444,-73481
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,160309396.50321,162668.083717108,"Forage-limited potential livestock carrying capacity",662853.398044789,662853.398044789,0,0,"Conservancy","Conservancy_65","Eiseb","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",66949.1434751508,95718.9402419569,142.972613648873,162668,95719
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,7755378.37331257,2146.22343249276,"Forage-limited potential livestock carrying capacity",34801.1560577135,34801.1560577135,0,0,"Conservancy","Conservancy_66","Otjambangu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",809.591547748423,1336.63188474433,165.099535495606,2146,1337
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,8053641.99415427,17651.8180693792,"Forage-limited potential livestock carrying capacity",34801.1560577135,34801.1560577135,0,0,"Conservancy","Conservancy_66","Otjambangu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",9963.75385303327,7688.06421634595,77.1603185882143,17652,7688
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,6654626.37184677,16206.0916209358,"Forage-limited potential livestock carrying capacity",34801.1560577135,34801.1560577135,0,0,"Conservancy","Conservancy_66","Otjambangu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",18902.1369403828,-2696.04531944698,-14.2631773748666,16206,-2696
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,7251743.54933879,7358.44094301247,"Forage-limited potential livestock carrying capacity",34801.1560577135,34801.1560577135,0,0,"Conservancy","Conservancy_66","Otjambangu","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",3390.94071146624,3967.50023154623,117.002937212391,7358,3968
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,4428177.90988668,1225.45396703658,"Forage-limited potential livestock carrying capacity",28664.1720255762,28664.1720255762,0,0,"Conservancy","Conservancy_67","Sikunga","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1287.47882295185,-62.0248559152687,-4.81754377699682,1225,-62
